Review Number,Form ID,Form Name,Form Version / Revision,Form Ownership,Page,Field ID,Field Key,Field Label,Mapping ID,Field Type,Source Type,Source Path,X,Y,Width,Height,Font Size,Current Multiline,Audit Recommended Multiline,Lee Approves Multiline,Current Mask,Audit Recommended Mask,Lee Approves Mask,Dimension Review Recommended,Lee Approves Dimension Review,Confidence,Audit Reason,Surrounding Content Risk,Dimension Notes,Existing Notes,Lee Notes,Review Status,Visual Reference
154,47,RESIDENTIAL LEASING AND PROPERTY MANAGEMENT AGREEMENT,TXR-2201-01-05-2026,GLOBAL,4,a40c0261-8ba2-43d2-87b4-524ab570961c,txr_2201_other_fees,Other Broker Fees,3812d0c1-a61b-4b19-b013-ef63ceea3a06,text / currency,manual_only,,103.6,533.7,471.4,64.6,9,false,false,,false,false,,false,,REVIEW REQUIRED,Tall placement without clear narrative purpose — visual review before enabling multiline.,Low — no mask recommended.,,"**Short first line** after “J. Other:” (yTop≈547.7), then full rules yTop≈560.4 / 573 / 585.7 / 598.3 | lines=0; cap=5; underlineDerived=false",,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-47.pdf#page=4
155,47,RESIDENTIAL LEASING AND PROPERTY MANAGEMENT AGREEMENT,TXR-2201-01-05-2026,GLOBAL,5,97581c70-054f-442b-bed7-036f3c0b855d,txr_2201_repair_spend_limit,Single Repair Expenditure Limit,8b0d597c-3f87-4fb7-a582-f918213fa4fc,text,manual_only,,197.8,652.8,177.2,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,blank after $ in ¶7(A)(23) | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-47.pdf#page=5
156,47,RESIDENTIAL LEASING AND PROPERTY MANAGEMENT AGREEMENT,TXR-2201-01-05-2026,GLOBAL,8,3ee5158f-abb0-4264-b650-f8fa059560a8,lease_health_safety_condition_exception,Lease Health Safety Condition Exception,c9efea1b-ff7f-4e35-b283-753226f64e3b,text,manual_only,,90.99,626.19,476,42.34,9,false,true,,false,false,,false,,MEDIUM CONFIDENCE,Tall narrative box (~3 lines) without conclusive line geometry; multiline recommended; mask only after visual confirm of printed lines.,Low — no mask recommended.,,"**Short first line** stub after colon (yTop≈624.8, x≈508.9), then full rules yTop≈637.6 / 650.2 / 662.8 (x≈90, w≈486). Field origin on short stub; overflow onto continuations. | lines=0; cap=3; underlineDerived=false",,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-47.pdf#page=8
157,47,RESIDENTIAL LEASING AND PROPERTY MANAGEMENT AGREEMENT,TXR-2201-01-05-2026,GLOBAL,11,ef9b7bc7-b878-49f6-8e92-c294dd733089,SPECIAL_PROVISIONS,Special Provisions,7c767dc0-3c78-4258-990b-605277dafcb6,text,,,54,364,522,96,9,false,true,,false,false,,false,,MEDIUM CONFIDENCE,Tall narrative box (~8 lines) without conclusive line geometry; multiline recommended; mask only after visual confirm of printed lines.,Low — no mask recommended.,,**Substantial first line** — unruled open area from below §20 title (~y=364) to above §21 ADDENDA (~y=460) | lines=0; cap=8; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-47.pdf#page=11
158,47,RESIDENTIAL LEASING AND PROPERTY MANAGEMENT AGREEMENT,TXR-2201-01-05-2026,GLOBAL,11,e172e0a6-d918-445f-aa0c-497dcde21655,txr_2201_add_other_m_text,Addendum Other M Description,4524cbff-bb20-40d0-8002-5c4a0e5f3c63,text,manual_only,,73,626.3,502,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,write-in line after letter | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-47.pdf#page=11
159,47,RESIDENTIAL LEASING AND PROPERTY MANAGEMENT AGREEMENT,TXR-2201-01-05-2026,GLOBAL,11,c756bd43-3830-436e-a2d2-6d19059cc77d,txr_2201_add_other_n_text,Addendum Other N Description,4d31ae31-87b5-401c-871c-3c70e5fbfdf6,text,manual_only,,73,638.9,502,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,write-in line after letter | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-47.pdf#page=11
160,47,RESIDENTIAL LEASING AND PROPERTY MANAGEMENT AGREEMENT,TXR-2201-01-05-2026,GLOBAL,11,7f193d51-4ade-43fd-81cb-3dce865b5eda,txr_2201_add_other_o_text,Addendum Other O Description,7efe01d1-d997-4ac9-b600-854011c53a9f,text,manual_only,,73,651.5,502,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,write-in line after letter | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-47.pdf#page=11
161,47,RESIDENTIAL LEASING AND PROPERTY MANAGEMENT AGREEMENT,TXR-2201-01-05-2026,GLOBAL,11,7a178a65-a839-4149-af1b-d9ba60deba27,txr_2201_add_other_p_text,Addendum Other P Description,a4acf2a7-7ef2-490e-b6ea-84b6570c66e5,text,manual_only,,73,664.2,502,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,write-in line after letter | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-47.pdf#page=11
162,48,SELLER'S TEMPORARY RESIDENTIAL LEASE,TXR-1910-11-03-2025,GLOBAL,1,c58b3c21-6864-4cf0-ba78-91749e2690ec,txr_1910_special_provisions,TXR-1910 Special Provisions,c587597d-5840-4c40-9df5-861a308bbc94,text,manual_only,,52,485.6,518,124,9,false,true,,false,true,,false,,HIGH CONFIDENCE,Narrative multi-line area (~11 lines). Preprinted writing lines/underlines indicated in placement (geometry hits=4).,"White mask must stay inside the placement box so adjacent amount columns, row labels, and borders remain visible.",,Lee short-first: omit fragment after heading (y≈488); cover lines y≈500–610 | lines=4; cap=11; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-48.pdf#page=1
163,49,TERMINATION OF BUYER/TENANT REPRESENTATION AGREEMENT,TXR-1503-01-05-2026,GLOBAL,1,56127644-d475-47c7-a8f6-3e16a763ce88,txr_1503_protected_properties,TXR-1503 Protected Properties,ab5d09a1-d4f0-4925-b86d-c82770d6c9e4,text,manual_only,,90.1,529,485.9,64.6,9,false,false,,false,false,,false,,REVIEW REQUIRED,Tall placement without clear narrative purpose — visual review before enabling multiline.,Low — no mask recommended.,,Lee short-first: omit fragment after 'properties:'; cover 5 full lines | lines=0; cap=5; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-49.pdf#page=1
164,50,TERMINATION OF LISTING,TXR-1410-04-14-2006,GLOBAL,1,e8e580e0-d340-4852-ae6f-8fad4eca6a66,txr_1410_protected_parties,TXR-1410 Protected Parties,e7de7bfa-558d-4136-93c2-c1196821ab35,text,manual_only,,90,491.6,486,39.2,9,false,false,,false,false,,false,,REVIEW REQUIRED,Tall placement without clear narrative purpose — visual review before enabling multiline.,Low — no mask recommended.,,Three substantial lines after (b) → one multiline | lines=0; cap=3; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-50.pdf#page=1
